Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,simulationCount (_RandomDirectionalTrades)
-15945,91,35.1648351648352,-175.21978021978,-25670,0.667049488410942,-73.1422018348624,0,272
-15977.5,47,27.6595744680851,-339.946808510638,-19952.5,0.418259603131258,-85.043246839654,0,115
-16037.5,97,35.0515463917526,-165.335051546392,-18615,0.657939639543564,-87.9489991774061,0,188
-16037.5,97,35.0515463917526,-165.335051546392,-18615,0.657939639543564,-87.9489991774061,0,203
-16037.5,97,35.0515463917526,-165.335051546392,-18615,0.657939639543564,-87.9489991774061,0,211
-16087.5,55,38.1818181818182,-292.5,-22222.5,0.553620976692564,-74.6779621678078,0,159
-16185,57,35.0877192982456,-283.947368421053,-20340,0.528134110787172,-86.9576897246474,0,489
-16465,94,28.7234042553191,-175.159574468085,-20315,0.654984546073655,-84.8930136633153,0,248
-16485,47,29.7872340425532,-350.744680851064,-19772.5,0.389105058365759,-87.4419838217743,0,259
-16520,215,36.2790697674419,-76.8372093023256,-28597.5,0.787305265868418,-59.2911619560341,0,113
-16520,215,36.2790697674419,-76.8372093023256,-28597.5,0.787305265868418,-59.2911619560341,0,335
-16635,60,35,-277.25,-18047.5,0.427070776648872,-96.4487606899551,0,479
-16697.5,86,32.5581395348837,-194.156976744186,-18870,0.534920966506511,-90.3299972951041,0,61
-16920,86,31.3953488372093,-196.744186046512,-22880,0.544119628182675,-75.1082010875596,0,294
-17060,51,31.3725490196078,-334.509803921569,-19437.5,0.318213607753022,-91.683460970039,0,25
-17082.5,115,27.8260869565217,-148.54347826087,-24472.5,0.669711910286156,-72.3834745762712,0,89
-17200,91,32.967032967033,-189.010989010989,-25357.5,0.683022345081778,-79.4182153988226,0,128
-17242.5,88,39.7727272727273,-195.9375,-24465,0.671383647798742,-80.0766283524904,0,486
-17270,61,31.1475409836066,-283.114754098361,-22157.5,0.613560080554934,-84.9274649618884,0,75
-17325,91,34.0659340659341,-190.384615384615,-24647.5,0.650511876544455,-81.3953488372093,0,219
-17837.5,50,24,-356.75,-20785,0.504307350284841,-90.9728420247354,0,171
-17885,68,33.8235294117647,-263.014705882353,-18237.5,0.403136993158685,-100,0,110
-18007.5,83,26.5060240963855,-216.957831325301,-19235,0.62055523363009,-96.5032154340836,0,431
-18007.5,83,26.5060240963855,-216.957831325301,-19235,0.62055523363009,-96.5032154340836,0,443
-18030,55,34.5454545454545,-327.818181818182,-20805,0.433241650294695,-90.6030150753769,0,65
-18045,94,30.8510638297872,-191.968085106383,-21397.5,0.608440924378865,-87.4485098134238,0,454
-18070,43,30.2325581395349,-420.232558139535,-25727.5,0.465582255083179,-71.6139898939859,0,149
-18070,43,30.2325581395349,-420.232558139535,-25727.5,0.465582255083179,-71.6139898939859,0,391
-18235,57,33.3333333333333,-319.912280701754,-21590,0.475100748416811,-88.1343644272596,0,178
-18242.5,86,27.906976744186,-212.122093023256,-23045,0.532603125800666,-81.6950291088222,0,4
-18265,71,29.5774647887324,-257.253521126761,-19792.5,0.577443609022556,-100,0,312
-18475,60,33.3333333333333,-307.916666666667,-19947.5,0.417881055533675,-96.7150896479518,0,309
-18562.5,60,33.3333333333333,-309.375,-19565,0.429460580912863,-96.1912164788185,0,143
-18637.5,52,26.9230769230769,-358.413461538462,-19647.5,0.459860889726127,-100,0,14
-18637.5,52,26.9230769230769,-358.413461538462,-19647.5,0.459860889726127,-100,0,97
-18637.5,52,26.9230769230769,-358.413461538462,-19647.5,0.459860889726127,-100,0,153
-18677.5,60,35,-311.291666666667,-21270,0.525891610610484,-95.6839139344262,0,277
-18832.5,60,35,-313.875,-20917.5,0.522865467443628,-98.5478806907378,0,37
-18832.5,60,35,-313.875,-20917.5,0.522865467443628,-98.5478806907378,0,141
-18852.5,43,32.5581395348837,-438.43023255814,-25465,0.450164053955523,-74.9751441638497,0,430
-18927.5,75,36,-252.366666666667,-24002.5,0.605677083333333,-87.1431860036832,0,324
-18975,70,27.1428571428571,-271.071428571429,-22792.5,0.478923520527255,-85.9083191850594,0,238
-18990,66,28.7878787878788,-287.727272727273,-21645,0.506304432601066,-93.6852491366552,0,90
-18990,66,28.7878787878788,-287.727272727273,-21645,0.506304432601066,-93.6852491366552,0,480
-19000,51,25.4901960784314,-372.549019607843,-21302.5,0.298439951998523,-92.6490308423747,0,295
-19000,51,25.4901960784314,-372.549019607843,-21302.5,0.298439951998523,-92.6490308423747,0,475
-19190,62,30.6451612903226,-309.516129032258,-21182.5,0.549451194459118,-95.9140322379108,0,229
-19330,77,33.7662337662338,-251.038961038961,-25107.5,0.538167482976944,-81.7422560524368,0,336
-19385,65,32.3076923076923,-298.230769230769,-23510,0.481198983005486,-93.4442034225114,0,73
-19512.5,42,16.6666666666667,-464.583333333333,-19937.5,0.332221081451061,-100,0,137
-19610,45,31.1111111111111,-435.777777777778,-22355,0.272288709527785,-96.5890900135451,0,174
-19832.5,77,31.1688311688312,-257.564935064935,-24655,0.530313795145056,-85.4757030492404,0,397
-19952.5,130,35.3846153846154,-153.480769230769,-22802.5,0.694624067342644,-91.5882487950425,0,325
-19952.5,130,35.3846153846154,-153.480769230769,-22802.5,0.694624067342644,-91.5882487950425,0,416
-19960,62,27.4193548387097,-321.935483870968,-22497.5,0.534542062612954,-94.6644534028931,0,77
-20127.5,97,36.0824742268041,-207.5,-23142.5,0.644201873784692,-90.5318790059598,0,458
-20422.5,86,29.0697674418605,-237.470930232558,-28437.5,0.527284300677044,-74.6095533838707,0,53
-20520,200,36,-102.6,-23935,0.709626065730357,-90.6260351109639,0,169
-20590,59,30.5084745762712,-348.983050847458,-23435,0.457551208588553,-88.5591397849462,0,129
-20590,59,30.5084745762712,-348.983050847458,-23435,0.457551208588553,-88.5591397849462,0,264
-20630,68,35.2941176470588,-303.382352941176,-23490,0.332956107024493,-94.1794110933577,0,362
-20815,60,33.3333333333333,-346.916666666667,-22217.5,0.477928266867319,-99.617133285475,0,17
-20815,60,33.3333333333333,-346.916666666667,-22217.5,0.477928266867319,-99.617133285475,0,280
-20885,100,28,-208.85,-24747.5,0.591011455987467,-95.7368782947513,0,241
-20935,115,29.5652173913043,-182.04347826087,-27150,0.618757113589802,-78.5774608238716,0,213
-20935,52,30.7692307692308,-402.596153846154,-21935,0.431731813246471,-100,0,457
-21670,97,32.9896907216495,-223.40206185567,-24200,0.597473762422216,-90.7169021454736,0,327
-21685,215,40,-100.860465116279,-30632.5,0.713094962458241,-72.3315543695797,0,26
-21712.5,301,34.8837209302326,-72.1345514950166,-25512.5,0.778047533861487,-89.3334704793252,0,107
-21712.5,301,34.8837209302326,-72.1345514950166,-25512.5,0.778047533861487,-89.3334704793252,0,253
-21712.5,301,34.8837209302326,-72.1345514950166,-25512.5,0.778047533861487,-89.3334704793252,0,380
-21790,79,34.1772151898734,-275.822784810127,-25672.5,0.477458033573141,-92.213288192975,0,104
-21955,100,25,-219.55,-25015,0.590697240865026,-98.309638419344,0,38
-21992.5,47,29.7872340425532,-467.925531914894,-25345,0.354632822243416,-89.1738469336037,0,35
-21992.5,47,29.7872340425532,-467.925531914894,-25345,0.354632822243416,-89.1738469336037,0,408
-21992.5,47,29.7872340425532,-467.925531914894,-25345,0.354632822243416,-89.1738469336037,0,498
-22327.5,130,34.6153846153846,-171.75,-23772.5,0.662433382469668,-96.9391077824813,0,119
-22327.5,130,34.6153846153846,-171.75,-23772.5,0.662433382469668,-96.9391077824813,0,257
-22327.5,130,34.6153846153846,-171.75,-23772.5,0.662433382469668,-96.9391077824813,0,304
-22375,200,35,-111.875,-24817.5,0.671004264078812,-93.453064634019,0,243
-22380,103,33.9805825242718,-217.281553398058,-26047.5,0.506885534868349,-90.7726627458933,0,239
-22380,103,33.9805825242718,-217.281553398058,-26047.5,0.506885534868349,-90.7726627458933,0,439
-22492.5,130,35.3846153846154,-173.019230769231,-24745,0.668142082549519,-94.0321906354515,0,490
-22532.5,136,32.3529411764706,-165.680147058824,-23477.5,0.564589371980676,-96.7786964458284,0,303
-22610,66,31.8181818181818,-342.575757575758,-26145,0.444130301167794,-92.8542094455852,0,485
-22610,66,31.8181818181818,-342.575757575758,-26145,0.444130301167794,-92.8542094455852,0,487
-22635,94,36.1702127659574,-240.797872340426,-24847.5,0.420358514724712,-94.9056603773585,0,484
-22667.5,59,27.1186440677966,-384.194915254237,-26052.5,0.466050291502267,-89.6125716544772,0,152
-22667.5,59,27.1186440677966,-384.194915254237,-26052.5,0.466050291502267,-89.6125716544772,0,286
-22877.5,103,33.9805825242718,-222.111650485437,-26180,0.497501510076327,-92.5371625037921,0,142
-22877.5,103,33.9805825242718,-222.111650485437,-26180,0.497501510076327,-92.5371625037921,0,436
-22900,125,32.8,-183.2,-24320,0.638130604827559,-100,0,289
-22900,125,32.8,-183.2,-24320,0.638130604827559,-100,0,371
-22900,125,32.8,-183.2,-24320,0.638130604827559,-100,0,447
-23370,77,29.8701298701299,-303.506493506494,-28182.5,0.495874453971849,-88.3386883386883,0,424
-23742.5,59,28.8135593220339,-402.415254237288,-26670,0.425920328839993,-91.0808477989834,0,299
-23745,100,26,-237.45,-27560,0.53379472831689,-91.8924148606811,0,228
-23852.5,79,31.6455696202532,-301.930379746835,-27675,0.455049120402102,-92.8022565898259,0,460
-23930,52,30.7692307692308,-460.192307692308,-24847.5,0.386370921212898,-100,0,180
-23930,52,30.7692307692308,-460.192307692308,-24847.5,0.386370921212898,-100,0,368
-23980,79,27.8481012658228,-303.544303797468,-28482.5,0.486564607643721,-90.2012413014858,0,144
-23980,79,27.8481012658228,-303.544303797468,-28482.5,0.486564607643721,-90.2012413014858,0,319
-24220,79,32.9113924050633,-306.582278481013,-29030,0.465666537973636,-89.7452524316813,0,114
-24295,51,25.4901960784314,-476.372549019608,-26252.5,0.183498571668627,-94.2762902599922,0,318
-24295,51,25.4901960784314,-476.372549019608,-26252.5,0.183498571668627,-94.2762902599922,0,385
-24412.5,150,36,-162.75,-32505,0.707853403141361,-76.6182816790898,0,205
-24447.5,301,39.202657807309,-81.2209302325581,-29507.5,0.731183682445434,-85.1977696462798,0,419
-24487.5,125,32.8,-195.9,-25545,0.614035779021199,-99.1999189791371,0,276
-24550,45,20,-545.555555555556,-27135,0.23004547592912,-99.1118288251918,0,58
-24550,45,20,-545.555555555556,-27135,0.23004547592912,-99.1118288251918,0,290
-24560,47,29.7872340425532,-522.553191489362,-28140,0.302371822184349,-89.8399634202103,0,145
-24560,47,29.7872340425532,-522.553191489362,-28140,0.302371822184349,-89.8399634202103,0,214
-24570,167,37.125748502994,-147.125748502994,-29162.5,0.583911939034716,-88.6283704572099,0,245
-24582.5,100,29,-245.825,-27667.5,0.576017592273198,-96.4208668366346,0,133
-24725,167,35.3293413173653,-148.053892215569,-29547.5,0.572009693612602,-87.5298698999912,0,83
-24725,167,35.3293413173653,-148.053892215569,-29547.5,0.572009693612602,-87.5298698999912,0,392
-24870,200,37,-124.35,-29057.5,0.664948974436698,-89.1158290782048,0,122
-24870,200,37,-124.35,-29057.5,0.664948974436698,-89.1158290782048,0,281
-24892.5,215,34.4186046511628,-115.779069767442,-34040,0.726531172754738,-75.8108725445409,0,51
-24892.5,215,34.4186046511628,-115.779069767442,-34040,0.726531172754738,-75.8108725445409,0,166
-24892.5,215,34.4186046511628,-115.779069767442,-34040,0.726531172754738,-75.8108725445409,0,240
-24892.5,215,34.4186046511628,-115.779069767442,-34040,0.726531172754738,-75.8108725445409,0,388
-25035,136,33.8235294117647,-184.080882352941,-25970,0.528553269620074,-97.0442872371354,0,453
-25065,100,24,-250.65,-28035,0.506229992612657,-99.7611940298507,0,21
-25120,68,29.4117647058824,-369.411764705882,-26815,0.396371500660819,-100,0,117
-25170,94,35.1063829787234,-267.765957446808,-26957.5,0.364794952681388,-97.1720876363285,0,100
-25442.5,111,32.4324324324324,-229.211711711712,-30347.5,0.509211033950617,-85.0208855472013,0,78
-25832.5,250,39.2,-103.33,-26657.5,0.714163208852006,-97.5087288855336,0,81
-26035,68,32.3529411764706,-382.867647058824,-27435,0.410405933306913,-99.9328279435755,0,80
-26055,52,32.6923076923077,-501.057692307692,-26965,0.361749035458387,-100,0,82
-26177.5,94,27.6595744680851,-278.484042553192,-29320,0.552157734912963,-90.2672413793103,0,448
-26665,200,32,-133.325,-30707.5,0.682502827885932,-88.003300330033,0,60
-26665,200,32,-133.325,-30707.5,0.682502827885932,-88.003300330033,0,342
-26860,68,35.2941176470588,-395,-31877.5,0.364147481801503,-89.2803722785441,0,366
-26882.5,100,27,-268.825,-29115,0.571900629030974,-98.6242318627901,0,148
-26882.5,100,27,-268.825,-29115,0.571900629030974,-98.6242318627901,0,230
-26912.5,334,38.9221556886228,-80.5763473053892,-31210,0.754638282354014,-87.8201990536792,0,212
-26937.5,103,36.8932038834951,-261.529126213592,-29870,0.460089191762289,-92.7919393730623,0,334
-26990,301,36.2126245847176,-89.6677740863787,-29452.5,0.738816983186162,-94.2059336823735,0,218
-26990,301,36.2126245847176,-89.6677740863787,-29452.5,0.738816983186162,-94.2059336823735,0,349
-27477.5,45,24.4444444444444,-610.611111111111,-29717.5,0.200014557100226,-99.376130198915,0,321
-27567.5,111,36.036036036036,-248.355855855856,-31015,0.557237502509536,-90.2225495009,0,348
-27712.5,68,29.4117647058824,-407.536764705882,-28502.5,0.397946991092766,-100,0,101
-27757.5,250,38,-111.03,-28485,0.680884085879344,-98.4483064373116,0,3
-27965,111,27.9279279279279,-251.936936936937,-32227.5,0.488990406578346,-88.9259877573734,0,127
-27965,111,27.9279279279279,-251.936936936937,-32227.5,0.488990406578346,-88.9259877573734,0,224
-27965,111,27.9279279279279,-251.936936936937,-32227.5,0.488990406578346,-88.9259877573734,0,494
-28075,111,34.2342342342342,-252.927927927928,-32130,0.548615298042526,-90.1067158790018,0,154
-28075,111,34.2342342342342,-252.927927927928,-32130,0.548615298042526,-90.1067158790018,0,370
-28135,59,28.8135593220339,-476.864406779661,-31537.5,0.392332613390929,-91.1402656300615,0,63
-28135,59,28.8135593220339,-476.864406779661,-31537.5,0.392332613390929,-91.1402656300615,0,313
-28257.5,111,29.7297297297297,-254.572072072072,-33100,0.482415972158623,-86.5864869005669,0,279
-28350,143,34.2657342657343,-198.251748251748,-31210,0.678051273315731,-92.9965556831228,0,354
-28372.5,115,31.304347826087,-246.717391304348,-29642.5,0.548891008824231,-98.3960464713022,0,92
-28372.5,115,31.304347826087,-246.717391304348,-29642.5,0.548891008824231,-98.3960464713022,0,147
-28722.5,45,20,-638.277777777778,-31592.5,0.180352429193123,-97.9704954378784,0,462
-28845,71,29.5774647887324,-406.267605633803,-30187.5,0.45247473069805,-99.1748323878288,0,400
-28915,111,33.3333333333333,-260.495495495496,-32690,0.504837742957445,-90.7849293563579,0,50
-28915,111,33.3333333333333,-260.495495495496,-32690,0.504837742957445,-90.7849293563579,0,87
-28992.5,200,32,-144.9625,-34790,0.674926419060967,-84.7362268011106,0,112
-29160,45,20,-648,-31920,0.190899001109878,-96.580276558748,0,209
-29282.5,79,30.379746835443,-370.664556962025,-33537.5,0.443536510047983,-92.1702864337425,0,435
-29330,125,29.6,-234.64,-30310,0.577225225225225,-100,0,409
-30187.5,71,30.9859154929577,-425.176056338028,-31332.5,0.437613525220064,-99.2357001972387,0,1
-30187.5,71,30.9859154929577,-425.176056338028,-31332.5,0.437613525220064,-99.2357001972387,0,8
-30187.5,71,30.9859154929577,-425.176056338028,-31332.5,0.437613525220064,-99.2357001972387,0,446
-30197.5,79,36.7088607594937,-382.246835443038,-33360,0.468260257087515,-96.2316762268961,0,146
-30245,79,37.9746835443038,-382.848101265823,-33210,0.462024190679473,-95.1100628930818,0,394
-30365,120,32.5,-253.041666666667,-31295,0.495388450353137,-97.975316608857,0,410
-30532.5,143,34.965034965035,-213.513986013986,-34590,0.664468804088024,-90.607611840641,0,150
-30755,215,34.4186046511628,-143.046511627907,-35600,0.673236294092648,-89.7628602699745,0,134
-30755,215,34.4186046511628,-143.046511627907,-35600,0.673236294092648,-89.7628602699745,0,156
-30755,215,34.4186046511628,-143.046511627907,-35600,0.673236294092648,-89.7628602699745,0,345
-30842.5,158,30.379746835443,-195.205696202532,-33860,0.522266109045849,-93.7960921462784,0,177
-30850,231,35.4978354978355,-133.549783549784,-33142.5,0.591201219108196,-98.3031944555086,0,28
-30850,231,35.4978354978355,-133.549783549784,-33142.5,0.591201219108196,-98.3031944555086,0,106
-30850,231,35.4978354978355,-133.549783549784,-33142.5,0.591201219108196,-98.3031944555086,0,132
-31220,167,37.7245508982036,-186.946107784431,-34067.5,0.651329014965379,-94.8647827408083,0,449
-31530,103,32.0388349514563,-306.116504854369,-34452.5,0.419016030956329,-93.4083839431195,0,415
-31670,143,32.8671328671329,-221.468531468531,-34490,0.648852422663266,-95.062284256341,0,69
-31670,143,32.8671328671329,-221.468531468531,-34490,0.648852422663266,-95.062284256341,0,425
-31705,115,32.1739130434783,-275.695652173913,-32915,0.521758805339769,-99.3342210386152,0,298
-31830,94,23.4042553191489,-338.617021276596,-35200,0.510232343437452,-91.9477143063479,0,476
-32035,107,34.5794392523364,-299.392523364486,-34660,0.443643626259118,-94.7500739426205,0,244
-32162.5,88,29.5454545454545,-365.482954545455,-33587.5,0.476606997558991,-99.1980877477061,0,247
-32230,250,36,-128.92,-33407.5,0.683600844254651,-98.6909591977341,0,139
-32547.5,51,21.5686274509804,-638.186274509804,-33837.5,0.128405971748008,-97.1132328807996,0,300
-33270,120,36.6666666666667,-277.25,-34597.5,0.48153342683497,-98.7313598931672,0,109
-33767.5,167,33.5329341317365,-202.200598802395,-36867.5,0.519443554986302,-98.2327272727273,0,420
-33977.5,125,32.8,-271.82,-34965,0.552942337423111,-100,0,7
-34097.5,51,21.5686274509804,-668.578431372549,-34982.5,0.127271563859739,-98.4623159110598,0,111
-34097.5,51,21.5686274509804,-668.578431372549,-34982.5,0.127271563859739,-98.4623159110598,0,216
-34097.5,51,21.5686274509804,-668.578431372549,-34982.5,0.127271563859739,-98.4623159110598,0,347
-34360,103,31.0679611650485,-333.592233009709,-37397.5,0.386510735169397,-92.6145552560647,0,372
-34640,120,30.8333333333333,-288.666666666667,-35855,0.473336120719146,-97.9222614840989,0,285
-34722.5,200,30,-173.6125,-39825,0.653822187881658,-89.3298173398508,0,442
-35142.5,103,31.0679611650485,-341.18932038835,-39275,0.372539392045708,-92.4133850502925,0,190
-35232.5,111,32.4324324324324,-317.40990990991,-38105,0.472152515075471,-97.2333379329378,0,94
-35692.5,125,29.6,-285.54,-36677.5,0.533461865237566,-100,0,123
-36010,51,21.5686274509804,-706.078431372549,-37587.5,0.155388765099097,-98.3879781420765,0,407
-36045,177,34.4632768361582,-203.64406779661,-39172.5,0.592228067198371,-97.8154681139756,0,44
-36045,177,34.4632768361582,-203.64406779661,-39172.5,0.592228067198371,-97.8154681139756,0,467
-36092.5,86,29.0697674418605,-419.68023255814,-39877.5,0.41003636958032,-94.9990129630848,0,381
-37085,120,31.6666666666667,-309.041666666667,-38065,0.503713616594179,-100,0,262
-37370,111,35.1351351351351,-336.666666666667,-40272.5,0.510559575652402,-96.0421485479311,0,68
-37552.5,115,29.5652173913043,-326.54347826087,-38530,0.4600841091262,-99.9467695788143,0,189
-37570,177,34.4632768361582,-212.25988700565,-41185,0.543942704539937,-92.7940722445199,0,116
-37570,177,34.4632768361582,-212.25988700565,-41185,0.543942704539937,-92.7940722445199,0,207
-38347.5,200,33.5,-191.7375,-39562.5,0.627241798298906,-98.8974854932302,0,131
-38422.5,150,32.6666666666667,-256.15,-39637.5,0.599609222352481,-100,0,47
-38930,51,19.6078431372549,-763.333333333333,-41435,0.159769060594615,-98.6693701685465,0,437
-38952.5,188,34.0425531914894,-207.19414893617,-41010,0.470250237998096,-97.2536046439049,0,125
-38952.5,188,34.0425531914894,-207.19414893617,-41010,0.470250237998096,-97.2536046439049,0,469
-38952.5,188,34.0425531914894,-207.19414893617,-41010,0.470250237998096,-97.2536046439049,0,473
-39457.5,103,29.126213592233,-383.082524271845,-42190,0.317816390041494,-95.9978103521684,0,12
-39947.5,136,32.3529411764706,-293.731617647059,-41042.5,0.411324786324786,-98.6053687133601,0,231
-39947.5,136,32.3529411764706,-293.731617647059,-41042.5,0.411324786324786,-98.6053687133601,0,232
-40290,107,28.0373831775701,-376.542056074766,-43015,0.404478604685537,-98.689528475199,0,376
-40605,188,35.1063829787234,-215.984042553191,-42927.5,0.502983567428624,-96.2374829649819,0,258
-40605,188,35.1063829787234,-215.984042553191,-42927.5,0.502983567428624,-96.2374829649819,0,470
-40687.5,200,32,-203.4375,-42485,0.608020231213873,-98.4990619136961,0,20
-40885,188,36.1702127659574,-217.473404255319,-43630,0.467660557924547,-94.6083535809325,0,36
-40885,188,36.1702127659574,-217.473404255319,-43630,0.467660557924547,-94.6083535809325,0,98
-40955,188,35.1063829787234,-217.845744680851,-43247.5,0.52019447617374,-98.5027959834045,0,282
-41700,120,33.3333333333333,-347.5,-43005,0.42411269161718,-99.8563218390805,0,32
-41812.5,136,30.8823529411765,-307.444852941176,-42570,0.456203667577058,-100,0,278
-41900,130,30,-322.307692307692,-42585,0.50688478286454,-100,0,314
-42022.5,111,29.7297297297297,-378.581081081081,-45305,0.47674635786328,-95.5219639711314,0,194
-42312.5,136,31.6176470588235,-311.121323529412,-43450,0.461758626172682,-100,0,155
-42420,115,29.5652173913043,-368.869565217391,-44225,0.442612180540043,-100,0,33
-43717.5,103,30.0970873786408,-424.441747572816,-45227.5,0.332047364400306,-97.2256199266096,0,39
-43717.5,103,30.0970873786408,-424.441747572816,-45227.5,0.332047364400306,-97.2256199266096,0,130
-44057.5,231,29.8701298701299,-190.725108225108,-46887.5,0.600747621205256,-95.5901497070948,0,250
-44202.5,158,32.9113924050633,-279.762658227848,-46717.5,0.460649136721371,-96.1969532100109,0,500
-44570,136,29.4117647058824,-327.720588235294,-46247.5,0.39107862558918,-100,0,417
-44875,231,28.5714285714286,-194.264069264069,-47927.5,0.562216477245012,-94.9886225326771,0,369
-44875,231,28.5714285714286,-194.264069264069,-47927.5,0.562216477245012,-94.9886225326771,0,456
-44952.5,107,30.8411214953271,-420.116822429907,-47550,0.398165813167319,-96.9901289174173,0,86
-45530,103,28.1553398058252,-442.038834951456,-46015,0.365722843311392,-100,0,62
-46157.5,120,28.3333333333333,-384.645833333333,-47145,0.424254708743919,-100,0,183
-46157.5,120,28.3333333333333,-384.645833333333,-47145,0.424254708743919,-100,0,204
-46237.5,177,33.8983050847458,-261.228813559322,-50667.5,0.507810628842111,-94.2324349110919,0,164
-46320,103,32.0388349514563,-449.708737864078,-49962.5,0.347605633802817,-96.8126240986519,0,383
-47745,103,30.0970873786408,-463.543689320388,-50135,0.316928359383383,-97.2997758304463,0,307
-48390,158,30.379746835443,-306.26582278481,-51155,0.45620048322751,-95.9119964322878,0,9
-48390,158,30.379746835443,-306.26582278481,-51155,0.45620048322751,-95.9119964322878,0,317
-49080,136,28.6764705882353,-360.882352941176,-50812.5,0.436509758897819,-100,0,492
-49967.5,158,31.0126582278481,-316.25,-52450,0.454994137376271,-95.8609112709832,0,355
-56450,158,28.4810126582278,-357.278481012658,-58860,0.42158922075926,-96.7686637524642,0,103
-56450,158,28.4810126582278,-357.278481012658,-58860,0.42158922075926,-96.7686637524642,0,222
-56450,158,28.4810126582278,-357.278481012658,-58860,0.42158922075926,-96.7686637524642,0,399